,MACE-OMOL-0-100M,MACE-OMOL-0-4M
BHPERI_TS3,-309.5304948186029,-309.52678337426363
BHPERI_TS8,-272.61826814724833,-272.61483629727553
BHPERI_TS9,-349.995593190041,-349.99560502157016
BHPERI_ortho-xylylene,-309.57576561911736,-309.57498588663833
BHROT27_acetamide_RC,-209.2222636064753,-209.22221830385675
BHROT27_acetamide_TS1,-209.19423239822945,-209.1942904417991
BHROT27_acetamide_TS2,-209.1987254074843,-209.19877526311782
BHROT27_bifuran_TS,-458.8811618978024,-458.88149764500383
BHROT27_bifuran_anti,-458.88692975214616,-458.8874332619141
BHROT27_bifuran_syn,-458.88436871242317,-458.8846683859626
BHROT27_biphenyl,-463.2795445446225,-463.27987958483277
BHROT27_biphenyl_TS,-463.275637333456,-463.276122144755
BHROT27_bithiophene_TS,-1104.8101289272897,-1104.8107286378192
BHROT27_bithiophene_anti,-1104.8122563792765,-1104.8126988944443
BHROT27_bithiophene_syn,-1104.8116299862131,-1104.812054000769
BHROT27_butadiene_TS,-155.95349920164654,-155.9534929172519
BHROT27_butadiene_scis,-155.95847523144545,-155.9585056704067
BHROT27_butadiene_strans,-155.96279789680682,-155.9627701274076
BHROT27_ethane_ecl,-79.78798894742827,-79.78804712328674
BHROT27_ethane_st,-79.79202871553503,-79.79211067591693
BHROT27_ethylthiourea_0,-626.8245268127846,-626.8247192611957
BHROT27_ethylthiourea_180,-626.8246283142405,-626.8246073988918
BHROT27_ethylthiourea_TS1,-626.807213715077,-626.8073227728823
BHROT27_ethylthiourea_TS2,-626.7965675212665,-626.7967190284076
BHROT27_h2o2,-151.5711637622743,-151.5710468683205
BHROT27_h2o2_cis,-151.55973352242322,-151.55960728953872
BHROT27_h2o2_trans,-151.56930051136163,-151.56913362167364
BHROT27_h2s2,-797.5626732565006,-797.5627002045912
BHROT27_h2s2_cis,-797.549765403146,-797.5497236683306
BHROT27_h2s2_trans,-797.5530606961348,-797.5530573865997
BHROT27_methanol_ecl,-115.71553364220439,-115.71551725001646
BHROT27_methanol_st,-115.71703236954062,-115.71701370352203
BHROT27_methylamine_ecl,-95.73328338543992,-95.73427551298846
BHROT27_methylamine_st,-95.73660097011583,-95.73819141433387
BHROT27_n2h4_ecl1,-111.86287726404154,-111.8628021694981
BHROT27_n2h4_ecl2,-111.85161864136032,-111.8514082862349
BHROT27_n2h4_st1,-111.86538768011044,-111.86527667059461
BHROT27_nh2oh_ecl,-131.71697848295702,-131.71697227805728
BHROT27_nh2oh_st1,-131.7280341192533,-131.7280635231548
BHROT27_nh2oh_st2,-131.72151709714655,-131.7214211394594
BHROT27_tmethane_0,-236.9993660710339,-236.99983604699807
BHROT27_tmethane_120,-237.00482772409305,-237.00519041779802
BHROT27_tmethane_180,-237.01057328716087,-237.01084131892262
BHROT27_tmethane_60,-237.01029072836204,-237.01056838954005
INV24_BN_Corannulene,-802.9738614587543,-802.9794327291218
INV24_BN_Corannulene_TS,-802.9641496783365,-802.9718916029702
INV24_BN_Sumanene,-838.834789349367,-838.8379399503963
INV24_BN_Sumanene_TS,-838.7901707642567,-838.7982084674811
INV24_Corannulene,-768.1475781029728,-768.146635942151
INV24_Corannulene_TS,-768.1338578818222,-768.1343478870807
INV24_Dibenzocarbazole,-824.7438065654137,-824.7426658888951
INV24_Dibenzocarbazole_TS,-824.7366193152588,-824.7354837193
INV24_Dibenzocycloheptene,-578.8003574477731,-578.8001526338935
INV24_Dibenzocycloheptene_TS,-578.7831583614309,-578.783813502255
INV24_Ether,-155.00773614538508,-155.0078144164663
INV24_Ether_TS,-154.95191648144998,-154.9521906526836
INV24_H2O,-76.43367131748835,-76.43359266151275
INV24_H2O_TS,-76.38534910363317,-76.38478580171476
INV24_H2S,-399.37382575296436,-399.37373703431047
INV24_H2S_TS,-399.2615430930496,-399.26152026888303
INV24_Hexahelicene,-1000.4294916086617,-1000.42717956945
INV24_Hexahelicene_TS,-1000.3686646886341,-1000.3665668442864
INV24_Methinecyanine,-844.7242522526095,-844.7246230101018
INV24_Methinecyanine_TS,-844.7002266785438,-844.7019425978533
INV24_NCl3,-1435.2128141569053,-1435.2120552111994
INV24_NCl3_TS,-1435.1886586409942,-1435.1887098795673
INV24_NMe3,-174.43221994671217,-174.43253780069978
INV24_NMe3_TS,-174.41886133786332,-174.41916023572765
INV24_PH2Ph,-574.16167242066,-574.1623509464024
INV24_PH2Ph_TS,-574.110494054198,-574.1112961085481
INV24_PMe3,-461.0486355549366,-461.0486399746043
INV24_PMe3_TS,-460.98091913104753,-460.9795448153778
INV24_PPh3,-1036.2684091200128,-1036.2707150788387
INV24_PPh3_TS,-1036.2197440191342,-1036.2200202987494
INV24_Pentahelicene,-846.7886343767575,-846.7870979442382
INV24_Pentahelicene_TS,-846.7477895581031,-846.7464939198613
INV24_SO2,-548.6581900235328,-548.6585640083377
INV24_SO2_TS,-548.5567348852122,-548.5285792655594
INV24_Sumanene,-807.4324221126491,-807.4336103761462
INV24_Sumanene_TS,-807.4024980736292,-807.3999774473904
INV24_Tetrabenzopyracylene,-998.005906882026,-998.007233191408
INV24_Tetrabenzopyracylene_TS,-997.9962989337396,-997.9972560648774
INV24_Tetrahelicene,-693.1511176652281,-693.149885412042
INV24_Tetrahelicene_TS,-693.1437624076912,-693.1425765087345
INV24_Thioether,-477.9763031429575,-477.9761567649942
INV24_Thioether_TS,-477.85624306059077,-477.8554578941358
INV24_Triazasumanene,-855.564214045149,-855.5650524773004
INV24_Triazasumanene_TS,-855.5002188756318,-855.4977315117718
INV24_Triindenotriphenylene,-1150.3969107560451,-1150.4011209022012
INV24_Triindenotriphenylene_TS,-1150.297263431935,-1150.3000463080534
ORBH35_CO3B_S01,-263.69768181734554,-263.7016896605031
ORBH35_CO3B_S02,-263.7053034228078,-263.7060683129351
ORBH35_CO3B_S03T,-263.65157182848696,-263.65581467873744
ORBH35_CO3B_S04T,-263.6923606279494,-263.70206766305677
ORBH35_CO3B_T01,-263.6114679760884,-263.62613452165135
ORBH35_CO3B_T02,-263.61134066685116,-263.6276960658606
ORBH35_CO3B_T03T,-263.6111212198391,-263.627887201427
ORBH35_CO3B_T04T,-263.6107802831818,-263.6291686074308
ORBH35_CO3B_T05T,-263.58875532005413,-263.63095352681864
ORBH35_CO3B_T06T,-263.60967963967505,-263.6282282932104
ORBH35_CO3B_T07T,-263.59945801543904,-263.62264589414565
ORBH35_CO3B_T08,-263.7044019854149,-263.73870402806864
ORBH35_CO3B_T09T,-263.6897068375466,-263.7219278085809
ORBH35_CO3C_T01T,-264.24761120300894,-264.25025433352613
ORBH35_CO3C_T02T,-264.25525756064087,-264.25677353786017
ORBH35_CO3C_tHOOCO,-264.2661267794813,-264.2705216451074
ORBH35_CO3X_CO,-113.33891727757664,-113.33888669438363
ORBH35_CO3X_CO2,-188.62412468966153,-188.6241412994416
ORBH35_CO3X_HO,-75.74240418362085,-75.74455769340283
ORBH35_CO3X_HO2,-150.91501878058114,-150.93423068414288
ORBH35_CO3X_O2_t,-150.3365555682511,-150.34295779266745
ORBH35_CO3X_O_t,-75.07239114071146,-75.07938864963366
ORBH35_VO_TS10,-228.28848662226827,-228.29596544380425
ORBH35_VO_TS11,-228.27461412725768,-228.282163349801
ORBH35_VO_TS12,-228.37425632398038,-228.37305832180002
ORBH35_VO_TS13,-228.37019704129037,-228.37107342526738
ORBH35_VO_TS14,-228.35025957596687,-228.3520680980208
ORBH35_VO_TS5,-228.24858712086305,-228.25441021077626
ORBH35_VO_TS6,-228.2699657419177,-228.27558755901978
ORBH35_VO_TS7,-228.26995661744274,-228.27558910101052
ORBH35_VO_W1,-228.3086654347953,-228.32102380315712
ORBH35_VO_W2,-228.2678146868477,-228.2707154460353
ORBH35_VO_W3,-228.29398278308392,-228.29499892797807
ORBH35_VO_W4,-228.2819731436273,-228.28937780433918
ORBH35_VO_W5,-228.3740565192405,-228.3739991782493
ORBH35_VO_W6,-228.38562658261867,-228.38653415138424
ORBH35_VO_W7,-228.4163801270195,-228.41732495837593
ORBH35_VO_W8,-228.418831903951,-228.42190975150675
PX13_h2o_2,-152.87529919675862,-152.87525269802055
PX13_h2o_2_ts,-152.80220335165302,-152.79931608047298
PX13_h2o_3,-229.3263903919159,-229.32647899123162
PX13_h2o_3_ts,-229.28254752363506,-229.28291693075406
PX13_h2o_5,-382.2260471540601,-382.22647281213426
PX13_h2o_5_ts,-382.1847220032608,-382.18560625104664
PX13_h2o_6,-458.6732074177296,-458.6735773408544
PX13_h2o_6_ts,-458.6248186515134,-458.6245375440826
PX13_hf_2,-200.93164297621266,-200.93162306230397
PX13_hf_2_ts,-200.86567867070775,-200.85185667370672
PX13_hf_3,-301.41110570171884,-301.41155103380675
PX13_hf_3_ts,-301.3846797481965,-301.36796292009177
PX13_hf_6,-602.8499593483698,-602.841411377624
PX13_hf_6_ts,-602.8364630654785,-602.8040732998948
PX13_nh3_2,-113.10578918167403,-113.10571057781654
PX13_nh3_2_ts,-113.01398017865684,-113.0122218656136
PX13_nh3_3,-169.66813287436293,-169.66795524053052
PX13_nh3_3_ts,-169.5965283644303,-169.5961633890125
